number	title	pageid	namespace	length	touched
50158	Prodiamin	8130944		3214	20181210113122
50159	Carbophenothion	8131020		4222	20181210113122
50160	Radithor	8131257		3814	20181208142628
50161	Windmühle_Gernrode	8131357		3061	20181123210309
50162	Leptophos	8131421		3857	20181210113122
50163	Selbach-Umwelt-Stiftung	8131483		2480	20171125133600
50164	Chlorthiophos	8131937		4253	20181210113122
50165	2-Methyl-2-propanthiol	8131960		3504	20181215155112
50166	Oxolinsäure	8132032		3951	20181210113122
50167	Ribeiroia_ondatrae	8132064		10067	20181215155112
50168	1,2-Methylendioxybenzol	8132355		2877	20181210113122
50169	Gallium(III)-sulfid	8132609		4596	20181210113122
50170	Naturschutzgebiet_Auf_der_Sommerseite	8132624		3971	20181123210309
50171	Jebel-Aulia-Damm	8132642		4783	20181216161324
50172	Liste_der_Naturdenkmäler_im_Bezirk_Wolfsberg	8132774		25157	20181126175737
50173	Liste_der_Naturdenkmäler_im_Bezirk_Völkermarkt	8132775		18234	20181102232514
50174	Liste_der_Naturdenkmäler_im_Bezirk_Villach-Land	8132776		21972	20181208142628
50175	Liste_der_Naturdenkmäler_in_Villach	8132777		11580	20181111001231
50176	Liste_der_Naturdenkmäler_im_Bezirk_Spittal_an_der_Drau	8132778		25022	20181208142628
50177	Liste_der_Naturdenkmäler_im_Bezirk_Sankt_Veit_an_der_Glan	8132779		14904	20181126175737
50178	Liste_der_Naturdenkmäler_im_Bezirk_Hermagor	8132780		9765	20181102232514
50179	Liste_der_Naturdenkmäler_im_Bezirk_Feldkirchen	8132781		12307	20181102232514
50180	Liste_der_Naturdenkmäler_im_Bezirk_Klagenfurt-Land	8132782		23327	20181102232514
50181	Liste_der_Naturdenkmäler_in_Klagenfurt_am_Wörthersee	8132783		34805	20181126175737
50182	Bruderhöhle	8132907		3850	20181123210309
50183	Imazaquin	8132933		4343	20181210113122
50184	Tetrahydroxydiboron	8133206		7701	20181210113122
50185	Ramsar-Gebiet_in_Sierra_Leone	8133269		1317	20181206092127
50186	Naturschutzgebiet_Wäschebach_/_Tieberg	8133437		8856	20181123210309
50187	Schloss_Alverdissen	8133546		4587	20181208145654
50188	Chemikalienverordnung_(Schweiz)	8133588		2455	20180326202403
50189	Schnellert_(Waldschutzgebiet)	8133813		1802	20181216161324
50190	Lesmesodon	8133824		17830	20181126102902
50191	Schlosslinde_Augustusburg	8133825		34118	20181208142628
50192	Johann_August_Schnittspahn	8133831		1726	20180130160617
50193	Liste_der_Naturdenkmäler_in_Wien/Penzing	8133873		34018	20181124132455
50194	Liste_der_Naturdenkmäler_in_Wien/Liesing	8133875		32752	20181102232514
50195	Liste_der_Naturdenkmäler_in_Wien/Hietzing	8133877		46787	20181103095013
50196	Hans_Geidel	8134136		3699	20181005170642
50197	Tritosulfuron	8134201		3781	20181211115725
50198	Oberwald_(Karlsruhe)	8134660		4824	20181123210310
50199	Lake_Vermilion_(Illinois)	8135016		2849	20181123210310
50200	Windpumpe	8135103		13727	20181123210310
50201	Medfield_Meadow_Lots	8135104		2475	20181215155112
50202	Kopidodon	8135147		18536	20181126102902
50203	António_da_Conceição	8135201		11207	20181215155112
50204	Buchner_Weiher	8135387		1824	20181123210310
50205	Important_Bird_Area_Potworks_Dam	8135615		554	20181123210310
50206	Schlossmühle_Quedlinburg	8135757		8082	20181123210310
50207	Steinerne_Rinne_bei_Erasbach	8135806		6327	20181123210310
50208	Red_Tarn_(Helvellyn)	8135825		1956	20181123210310
50209	Repair-Café	8135958		6146	20181209073729
50210	Naturschutzgebiet_Breloh	8136956		2508	20181123210310
50211	Akrav_israchanani	8137055		30079	20181127090508
50212	Michaela_Eßl	8137821		5130	20180420204139
50213	Industriekultur_(Zeitschrift)	8137912		2237	20180920174514
50214	Kaukasus-Ahorn	8137970		16449	20181208142628
50215	Emil_Hess_(Veterinärmediziner)	8138158		4046	20181003064347
50216	Edgar_Crasemann	8138306		2449	20181003064347
50217	Pigeon_Point_Beach	8138343		4724	20181216161324
50218	Anliegen_Natur	8138548		3453	20181102054524
50219	Red_Tarn_Beck	8138561		1915	20181123210310
50220	Rehbergturm	8138596		5256	20181213152923
50221	Glenridding_Beck	8138605		2398	20181208142628
50222	Liste_der_Naturdenkmäler_im_Bezirk_Mattersburg	8138710		24308	20181126175737
50223	Liste_der_Naturdenkmäler_im_Bezirk_Neusiedl_am_See	8138753		5075	20181126175737
50224	Bornaprin	8138936		8720	20181210113122
50225	Liste_der_Naturdenkmäler_im_Bezirk_Oberwart	8138949		19561	20181126175737
50226	Haustrunk	8139220		15875	20181126072832
50227	Naturschutzgebiet_Notzingermoos	8139330		2312	20181123210310
50228	Gründlach_östlich_Heroldsberg	8139343		131	20181220101747
50229	Liste_der_Naturdenkmäler_im_Bezirk_Eisenstadt-Umgebung	8139454		12686	20181102232514
50230	Gallium(III)-selenid	8139475		3160	20181210113122
50231	Triasulfuron	8139515		4459	20181210113122
50232	Amisulbrom	8139575		4179	20181210113122
50233	Josy_Doyon-Hofstetter	8139601		3539	20181003064347
50234	Aira_Beck	8140167		1990	20181123210310
50235	Liste_der_Naturdenkmäler_in_Innsbruck	8140289		24723	20181102232514
50236	Aira_Force	8140385		3584	20181123210310
50237	Nationalpark_Bantimurung-Bulusaraung	8140536		5686	20181205162817
50238	Seirocrinus_subangularis	8140542		12059	20181126102902
50239	Das_Gemälde_(Daniil_Granin)	8140661		16901	20181216161324
50240	Georg_F._Backhaus	8140664		3939	20181114055247
50241	Salewa-Klettersteig	8140699		66	20171125234623
50242	Christian_Ludwig_von_Eberstein	8140736		2736	20181104120102
50243	Liste_der_Naturdenkmäler_in_Wien/Döbling	8140872		54287	20181102232514
50244	Sander_Mallien	8140909		4155	20181205195030
50245	Kiesgrube_Kater	8141157		1721	20181208142628
50246	Oxabetrinil	8141261		2132	20181210113122
50247	Niesenberg_bei_Weinsheim	8141283		3738	20181123210310
50248	Ayyalonia_dimentmani	8141341		6024	20181210074110
50249	Sandwick_Beck	8141753		1724	20181123210310
50250	Torfelsen_Unteremmendorf	8141808		128	20181220101922
50251	Competitive_Enterprise_Institute	8141990		14623	20181210235850
50252	Pat_Austin_(Rose)	8142152		3139	20181218120202
50253	Claus_P._W._Zebitz	8142356		3833	20181003064347
50254	Medfield_Rhododendron_Reservation	8142370		2821	20181215155113
50255	Park_Reserve	8142448		84	20180409212328
50256	Teasing_Georgia_(Rose)	8142657		3898	20180428204902
50257	Chichibu-Tama-Kai-Nationalpark	8142689		4338	20181216161324
50258	Netropsin	8142711		5675	20181210113122
50259	Phenyltrichlorsilan	8143158		3706	20181210113122
50260	Peldemühle_(Wittmund)	8144014		11898	20181123210310
50261	Constance_Spry_(Rose)	8144163		4683	20181025195358
50262	Wilhelm_Hirsch_(Gartenarchitekt)	8144189		3598	20180130195102
50263	Menemsha_Hills	8144470		2872	20181215155113
50264	Pebulat	8144600		4456	20181210113122
50265	Cyclohepten	8144692		3375	20181210113122
50266	Boredale_Beck	8144922		2119	20181123210310
50267	Haus_Nosthausen	8145216		2737	20181123210310
50268	Vernolat	8145227		3374	20181210113122
50269	Distamycin	8145565		4659	20181210113122
50270	Burgstall_Schlossgarten	8145720		1688	20181208142629
50271	Oxycarboxin	8145863		3949	20181210113122
50272	Typhlocaris_ayyaloni	8145945		9736	20181216161325
50273	Gruß_an_Aachen_(Rose)	8146208		4380	20181121170243
50274	Alfred_Müller_(Forstwissenschaftler)	8146329		3789	20181109212649
50275	Timor-Flugdrache	8146761		6127	20181126102902
50276	Tethysbaena_ophelicola	8146820		7441	20181126102902
50277	Naturschutzgebiet_Brühnetal	8147018		3427	20181123210310
50278	Important_Bird_Area_Bethesda_Dam	8147113		567	20181123210310
50279	Metacyclops_longimaxillis	8147350		9852	20181126102902
50280	Klemas_Inta	8147719		1727	20180430201147
50281	Edward_Tomaszewicz	8147864		1490	20181216161325
50282	Partia_e_Gjelbër	8148070		2147	20181213092153
50283	Misery_Islands	8148608		6674	20181216161325
50284	Kagoshima-Bucht	8148642		5024	20181217135936
50285	Liste_der_geschützten_Landschaftsteile_in_Vorarlberg	8148654		8488	20181102232514
50286	2-Undecanon	8148719		2629	20181210113122
50287	Ethylbutylacetylaminopropionat	8148836		3736	20181215155113
50288	Decabromdiphenylethan	8148993		5497	20181210113122
50289	Howegrain_Beck	8149318		2076	20181123210310
50290	Nationalpark_Wakatobi	8149339		6263	20181205163001
50291	Profoxydim	8149377		4583	20181210113122
50292	Nationalpark_Rawa_Aopa_Watumohai	8149484		4311	20181205162939
50293	Wassermühle_Derneburg	8150144		1651	20181123210310
50294	Naturschutzgebiet_Glockengrund	8150156		5084	20181123210310
50295	Gallium(II)-tellurid	8150163		4278	20181210113122
50296	Böhmen-Gelbstern	8150166		7127	20181215155113
50297	Naturschutzgebiet_Hummelgrund	8150180		4727	20181123210310
50298	Naturschutzgebiet_Udorfer_Mühle	8150189		5012	20181123210310
50299	Liste_der_geschützten_Landschaftsteile_in_Wien	8150376		4428	20181208142629
50300	Augustus_Goodridge	8150753		4719	20181026150820
50301	Norbornadien	8151443		7517	20181210113122
50302	Hildegard_Peters	8151505		15708	20181208142630
50303	Zalcitabin	8151518		5785	20181210113122
50304	Liste_der_Naturschutzgebiete_in_Vorarlberg	8151637		21580	20181208142630
50305	Bergamottöl	8151725		8332	20181208142630
50306	Coop_Naturaline	8152115		4642	20181119171258
50307	Cyclohexancarbonsäure	8152149		2467	20181210113122
50308	Mnesarchaea	8152917		7449	20181126102902
50309	Wilko_Zicht	8153041		5428	20181208142630
50310	Mission_House_(Massachusetts)	8153150		4416	20181215155113
50311	Nanuqsaurus	8153433		4308	20181214040952
50312	Quadricyclan	8153661		6074	20181210113122
50313	Liste_der_Naturdenkmale_in_Schöneiche_bei_Berlin	8154119		15619	20181108141615
50314	Wasservogelreservat_Northeimer_Seenplatte	8154478		5784	20181123210310
50315	Polder_I_im_Hochwasserrückhaltebecken_Salzderhelden	8154481		10291	20181123210310
50316	Liste_der_Schutzgebiete_in_Natur-_und_Landschaftsschutz_in_Jena	8154616		25753	20181216193625
50317	Bachtäler_des_Lappwaldes	8154617		5143	20181213211818
50318	Liste_der_geschützten_Landschaftsteile_im_Bezirk_Hallein	8154634		9176	20181102232514
50319	Bartenslebener_Forst	8154635		3171	20181213211818
50320	Benitz_(Naturschutzgebiet)	8154649		2930	20181213211818
50321	Rehm_(Naturschutzgebiet)	8154654		3784	20181213211818
50322	Salzstellen_bei_Sülldorf	8154658		4487	20181213211818
50323	Seeburg_(Naturschutzgebiet)	8154662		3069	20181213211820
50324	Wellenberge-Rüsterberg	8154685		4305	20181213211820
50325	Rogätzer_Hang-Ohremündung	8154723		6425	20181213211820
50326	Galliumnitrat	8154890		3943	20181210113122
50327	Schaufelkärpflinge	8155186		3495	20181126102902
50328	Pflanzgröße	8155247		1426	20180109164709
50329	Monument_Mountain	8155365		4625	20181215155113
50330	Jonas-Insel	8155489		1957	20181216161325
50331	Zottel-Lein	8155678		4434	20181215155113
50332	Liste_der_Natura-2000-Gebiete_im_Regierungsbezirk_Detmold	8155875		9145	20180816221836
50333	Friedrich-List-Denkmal	8156047		5455	20181210232120
50334	Nationalpark_Kozara	8156176		2206	20181201203555
50335	Johann_Gottlieb_Wolstein	8156557		4258	20181125113115
50336	Alois_Senti	8156621		2956	20181123181158
50337	Klaus_Gärtner_(Politiker,_November_1945)	8156690		2706	20180204000740
50338	Indiumtrimethyl	8156984		4402	20181210113122
50339	Kalktuffterrasse_von_Kainsbach	8157077		4758	20181123210310
50340	Schönborn’sche_Aue	8157158		7390	20181204203941
50341	Institut_für_Phytomedizin_(Hohenheim)	8157171		3898	20181003064348
50342	Satyabrata_Sarkar	8157185		9808	20181216161325
50343	Blauer_Berg_(Oberschoderlee)	8157198		12383	20181215155113
50344	Liste_der_Naturschutzgebiete_in_der_Steiermark	8157264		108566	20181210152540
50345	Liste_der_geschützten_Landschaftsteile_im_Bezirk_St._Johann_im_Pongau	8157335		13969	20181102232514
50346	Grüte	8157536		2459	20181123210310
50347	Heipker_See	8157567		185	20180414112503
50348	Regenbogenforellenproduktion	8157744		31665	20181217220753
50349	Karpfenproduktion	8157746		34157	20181208142630
50350	James_Booth_(Landschaftsgärtner)	8157832		5626	20181208142630
50351	Oecologia	8158506		1649	20181102054524
50352	Ewald_Schnug	8158579		10199	20181003064348
50353	Salzstelle_bei_Hecklingen	8158737		4510	20181213211820
50354	Waldfrieden_und_Vogelherd_im_Hohen_Holz	8158748		3029	20181213211820
50355	Estidama	8158858		1383	20171125035424
50356	Indium(III)-bromid	8158861		4488	20181210113122
50357	Liste_der_geschützten_Landschaftsteile_im_Bezirk_Tamsweg	8158986		10765	20181102232514
50358	Moose_Hill_Farm	8159042		4646	20181215155113
50359	Flupyrsulfuron-methyl	8159224		5216	20181210113122
50360	Bannerdale_Beck_(Howegrain_Beck)	8159485		1715	20181123210310
50361	Fenoxaprop-P-ethyl	8159589		4327	20181210113122
50362	Johann_Peter_Ahlers	8159845		3433	20181208142630
50363	Osteroder_Holz	8159976		2542	20181213211820
50364	Ferchauer_Forst	8159984		3152	20181213211820
50365	Harper_Moor	8159985		3065	20181213211820
50366	Jävenitzer_Moor	8159988		3317	20181213211820
50367	Jemmeritzer_Moor	8159990		3367	20181213211820
50368	Kalbescher_Werder_bei_Vienau	8159991		4379	20181213211820
50369	Waldhaus_(Naturschutzgebiet)	8160136		4301	20181213211820
50370	Kleiner_Fallstein_(Naturschutzgebiet)	8160137		3404	20181213211820
50371	Großer_Fallstein_(Naturschutzgebiet)	8160140		2938	20181213211820
50372	Indium(I)-bromid	8160521		3876	20181210113122
50373	Thiosemicarbazid	8160566		2556	20181210113122
50374	Geschützter_Landschaftsteil_(Salzburg)	8160631		5912	20181026150821
50375	Liste_der_geschützten_Landschaftsteile_im_Bezirk_Zell_am_See	8160636		17123	20181102232514
50376	Windkraftanlagentestfeld_Østerild	8160667		5659	20181216161325
50377	Belectric	8161767		4813	20181210172928
50378	Hlane-Royal-Nationalpark	8162183		2803	20181216161325
50379	Liste_der_geschützten_Landschaftsteile_im_Burgenland	8162255		3804	20181102232514
50380	Nachtigallensteuer	8162387		14920	20171223184150
50381	Mjasnoi_Bor	8162458		6665	20181216161325
50382	Enztal_zwischen_dem_Leinfelder_Hof_und_Bietigheim-Bissingen	8162671		4582	20181123210310
50383	Tribufos	8162752		3737	20181210113122
50384	Snowpiercer	8163093		15168	20181216161325
50385	Liste_der_geschützten_Landschaftsteile_im_Bezirk_Salzburg-Umgebung	8163357		26102	20181102232514
50386	Indium(I)-iodid	8163376		2921	20181210113122
50387	Liste_der_besonders_geschützten_Höhlen_in_Salzburg	8163393		14529	20181208142630
50388	Strohgäu_und_unteres_Enztal	8163606		3375	20181123210310
50389	Benzo(a)anthracen	8163788		3600	20181210113122
50390	Rampsgill_Beck	8163842		1878	20181123210310
50391	Arbeitsgruppe_Erneuerbare_Energien-Statistik	8163964		4724	20180314125709
50392	Moraine_Farm	8163991		4229	20181216161325
50393	Paclobutrazol	8164112		5322	20181210113122
50394	Nickeldibutyldithiocarbamat	8164773		2275	20181210113122
50395	Indium(III)-iodid	8164790		4469	20181210113122
50396	Indium(III)-hydroxid	8164883		4927	20181210113122
50397	Paleothyris	8165211		9531	20181126102902
50398	Terephthalsäuredichlorid	8165480		2621	20181210113122
50399	Liste_der_Naturdenkmäler_in_Detmold	8165533		11480	20181123210311
50400	Naturschutzgebiet_Hilmesberg	8165549		2742	20181123210311
50401	Tetraethylenpentamin	8165758		4032	20181210113122
50402	Dichlormid	8165795		3491	20181210113122
50403	10,10′-Oxybisphenoxoarsin	8166008		3999	20181210113122
50404	Benoxacor	8166033		4042	20181210113122
50405	Süd-Nilandhe-Atoll	8166475		14530	20181216161326
50406	Nord-Nilandhe-Atoll	8166518		1831	20181216161326
50407	Indium(III)-tellurid	8166523		4410	20181210113122
50408	Mount_Ann_Park	8166678		3807	20181215155114
50409	Schwarzflügelflughund	8166918		3313	20181215155114
50410	The_Needles_(England)	8167105		3388	20181125125301
50411	Mountain_Meadow_Preserve	8167412		4220	20181215155114
50412	Carl_Hermann_Moritz_von_Gärtner	8167501		2229	20181119171259
50413	Schönfeldhütte	8167514		2178	20181123210311
50414	DMDM-Hydantoin	8167661		1914	20181210113122
50415	Wildbiene_des_Jahres	8168624		1566	20181201105414
50416	Thidiazuron	8168672		3635	20181210113122
50417	Waldgebiet_des_Jahres	8168744		3440	20181217120525
50418	Otavia	8168966		4651	20181126102902
50419	Karkinitska-Bucht	8169021		1560	20181216161326
50420	Diglycolamin	8169274		3115	20181210113122
50421	Steinerne_Rinne_bei_Raschbach	8169318		6942	20181123210311
50422	Lietuvos_žaliųjų_partija	8169385		2840	20181026161420
50423	Acid_Blue_25	8169505		2044	20181210113122
50424	Liste_der_Biosphärenreservate_in_Deutschland	8169526		17063	20181211235638
50425	Mytoi	8169557		3768	20181215155114
50426	Lanty_Tarn	8169981		1135	20181123210311
50427	Lanty’s_Tarn	8170026		1461	20181123210311
50428	Beurener_Heide	8170384		4499	20181208142630
50429	Vogelsang_(Flensburg)	8170451		5048	20181216161326
50430	Teufelsbadstube	8170675		4818	20181123210311
50431	Bensulfuron-methyl	8170686		3065	20181210113122
50432	Benzo(k)fluoranthen	8170701		2565	20181210113122
50433	Benzo(b)fluoranthen	8170928		2455	20181210113122
50434	Hexafluorisopropanol	8171083		3692	20181210113122
50435	Valser_Tal_(Nordtirol)	8171112		8242	20181208142630
50436	Rote_Fleckbrasse	8171319		3243	20181126111034
50437	Memelschleifenregionalpark	8171533		1176	20180830173629
50438	Liste_der_Naturdenkmale_in_Leipzig	8172057		72883	20181123210311
50439	Lümbacher_Windmühle_Clarissa	8172304		7774	20181208142630
50440	Eichhörnchenbrücke	8172473		8648	20180920174515
50441	2,2,6,6-Tetramethylpiperidin	8172478		2802	20181216161326
50442	Naturdenkmal_(Tirol)	8172503		5286	20180627194730
50443	Charles_Maurice_Yonge	8172661		2759	20181031113129
50444	Naturschutzgebiet_Schleimündung	8172704		3817	20181208142630
50445	Liste_der_Landschaftsschutzgebiete_in_Thüringen	8172934		51555	20181208142630
50446	Bioproduktivität	8173077		2121	20181202165449
50447	Windtechnologische_Gesellschaft	8173267		1649	20181216161326
50448	Liste_der_Landschaftsschutzgebiete_in_Mecklenburg-Vorpommern	8173735		116962	20181128154012
50449	Nationalpark_Swjati_Hory	8174195		4188	20181216161326
50450	Dexrazoxan	8174310		12780	20181216161326
50451	Oberförsterei_Alytus	8174478		3192	20171125105856
50452	Oberförsterei_Kazlų_Rūda	8174499		5207	20181123210311
50453	Wilhelm_Stocker_(Milchwissenschaftler)	8174782		3468	20181208142630
50454	Gedser-Windkraftanlage	8175106		10729	20181208142630
50455	Phosphatodraco	8175158		5224	20181126102902
50456	Armon_Planta	8175167		9241	20181216161326
50457	Xenos_vesparum	8175297		9983	20181126102902
50458	Jan_Kops	8175610		14413	20181114134210
50459	Liste_der_Bannwälder_in_Baden-Württemberg	8175948		68700	20181210145328
50460	Metaphius_Theodor_August_Langenbuch	8176088		10463	20181204130210
50461	Forstamt_Weilrod	8176169		132	20181209195449
50462	Long_Reef_(Timorsee)	8176234		897	20181204203941
50463	Gian_Carlo_Venturini	8176243		11330	20181215155114
50464	Thallium(III)-chlorid	8176356		4710	20181210113122
50465	Ophel_(Biom)	8176462		10434	20180908121623
50466	Marian_Jurečka	8176827		948	20180217081906
50467	Gspaltenhornhütte	8176851		2924	20181123210311
50468	Benjamin_Hofstetter	8177269		3079	20180628164316
50469	Bolter_Mühle	8177434		16416	20181208142631
50470	Enderlinhütte	8177472		2205	20181123210311
50471	Liste_der_Landschaftsschutzgebiete_in_Hessen	8177664		112744	20181124164539
50472	Erdbebenzone	8177736		2496	20180702212409
50473	Wolfgang_Rzehak	8177749		4231	20181208142631
50474	Jens_Marco_Scherf	8178146		4570	20181011081640
50475	Kirsten_Brosbøl	8178148		2300	20181003064349
50476	Harslebener_Berge_und_Steinholz	8178354		4128	20181213211820
50477	Herrenberg_und_Vorberg_im_Huy	8178355		5643	20181213211820
50478	Elendstal	8178356		3364	20181213211820
50479	Spindrift_(Alpinismus)	8178362		1853	20171205104916
50480	Aderstedter_Busch	8178441		2220	20181213211820
50481	Wilhelm_Trute	8178599		7079	20181208142631
50482	Unterer_See_und_Umgebung	8178642		3616	20181123210311
50483	Naumkeag_(Anwesen)	8179051		5945	20181215155114
50484	2-Methylthiobenzthiazol	8180065		2548	20181210113122
50485	100_of_the_World’s_Worst_Invasive_Alien_Species	8180367		23719	20180824174531
50486	Angelika_Lex	8180511		4450	20181208142631
50487	Schleuse_Hollerich	8180531		2956	20181202182408
50488	2-Mercaptobenzimidazol	8180584		3214	20181210113122
50489	Urmas_Kruuse	8180674		3083	20180525044137
50490	Rupert_Fuchs_(Politiker)	8180760		5870	20180613181917
50491	Erdbeben_vor_Iquique_2014	8181005		10674	20181123210311
50492	Schildfunde_in_Irland	8181263		3240	20181122190139
50493	OeMAG_Abwicklungsstelle_für_Ökostrom	8181302		3714	20181210172928
50494	Liste_der_Naturdenkmäler_im_Bezirk_Bludenz	8181767		8902	20181102232514
50495	Liste_der_Naturdenkmäler_im_Bezirk_Dornbirn	8181768		32424	20181208142631
50496	Liste_der_Naturdenkmäler_im_Bezirk_Bregenz	8181769		22160	20181102232514
50497	Liste_der_Naturdenkmäler_im_Bezirk_Feldkirch	8181770		26932	20181102232514
50498	Grafenberg_(Neuffen-Vorberge)	8181853		4295	20181129164554
50499	Pindon	8181924		3492	20181210113122
50500	Zinkdiethyldithiocarbamat	8182157		2347	20181210113122
50501	PBT-Stoff	8182337		3368	20181006175803
50502	Rinkenturm	8182349		5967	20181219212529
50503	St.-Johannis-Mühle_(Flensburg)	8182468		2740	20181208142631
50504	Wassermühle_Wohlenbüttel	8182698		1462	20181123210311
50505	Gottlieb_von_Biel	8182971		5647	20181208142631
50506	Wilhelm_von_Biel	8183100		4915	20181208142631
50507	Parabel_(Unternehmen)	8183153		4656	20181210172928
50508	Òscar_Cadiach	8183353		3398	20181119171301
50509	Noanet_Woodlands	8184199		6174	20181215155114
50510	Mahlpfuhler_Fenn	8184549		8556	20181213211820
50511	Ramescher	8184621		2623	20171118212632
50512	Wilhelm_Opitz_von_Boberfeld	8184682		14814	20181026172338
50513	Dibenzothiophen	8184722		2533	20181210113122
50514	Sektion_Berlin_des_Deutschen_Alpenvereins	8184736		65416	20181205013317
50515	Straße_von_Alderney	8184813		7506	20181208004144
50516	Waldbahn_Alapajewsk	8184834		4249	20181216161326
50517	Käsrinne_bei_Heidenheim	8184898		5654	20181123210312
50518	Liste_guatemaltekischer_Landwirtschaftsminister	8185093		7472	20180516003622
50519	Oberaarjochhütte	8185166		3238	20181123210312
50520	Lauteraarhütte	8185228		2177	20181123210312
50521	Liste_der_Naturparks_in_Österreich	8185368		36552	20181208142631
50522	Kudemskaja-Schmalspurbahn	8185521		2506	20181216161326
50523	Verordnung_(EU)_Nr._666/2013	8185745		3746	20181117155338
50524	Christian_Cove	8185926		4154	20181216161326
50525	Jan_Mládek	8185971		10929	20181119171301
50526	Richard_Brabec	8186131		3487	20181119171301
50527	Palaeotis	8186235		13618	20181213152818
50528	Global_Wind_Day	8186451		1969	20171125050505
50529	Bachlauf_mit_Sinterbecken_südwestlich_Wolfsbronn	8186702		172	20181110170246
50530	Thallium(I)-carbonat	8186737		4517	20181210113122
50531	Bernhart_Ohnesorge	8187737		4126	20181003064350
50532	Benzo(e)pyren	8187993		3091	20181210113122
50533	Luise_Beerli	8188166		1195	20181129224711
50534	Fosetyl-aluminium	8188366		3648	20181210113122
50535	Baroldmühle	8188386		5232	20181123210312
50536	Johan_Christen_Løken	8188468		6531	20181119171301
50537	Mobile_Tierhaltung	8188833		28477	20181201084543
50538	Angela_Lindner_(Politikerin)	8189194		3585	20180613182757
50539	Noon_Hill	8189505		2776	20181215155115
50540	Liste_der_Landschaftsschutzgebiete_in_Hamburg	8190438		13709	20181123210312
50541	Long_Bay_(Bucht_von_Antigua)	8190468		9113	20181216161326
50542	Methylfluorsulfonat	8190615		5049	20181210113122
50543	Andreas_Angerer	8190641		3637	20181208142631
50544	Nationalpark_Weerribben-Wieden	8190697		9035	20181123210312
50545	Demodikose_der_Katze	8191075		2881	20181219120151
50546	Norris_Reservation	8191079		4127	20181215155115
50547	Schallschutzschirm	8191160		3022	20180131213453
50548	Regionalpark_Varniai	8191174		834	20171125122719
50549	Ichthyologisches_Minija-Schutzgebiet	8191220		1212	20171125061515
50550	Luserfall	8191528		2973	20181208142631
50551	Haus_Kolk	8191653		15686	20181208160705
50552	Colatura_di_Alici_(di_Cetara)	8191719		3518	20180920174516
50553	Silberberg_(Bad_Saarow)	8191721		48305	20181208142631
50554	Landschaftsschutzgebiet_Dachstein–Salzkammergut	8191969		13737	20181124132455
50555	Wasserkraftwerk_auf_der_Wolfzahnau	8192015		5020	20181208142631
50556	Nordwestlicher_Teil_der_Gemeinde_Ramsau_am_Dachstein	8192241		6088	20181124132455
50557	VPvB-Stoff	8192320		2200	20181006175803
50558	Dachsteinsüdabsturz_und_Edelgrießgletscher	8192349		8771	20181208142631
50559	Roquette_Amilina	8192442		2721	20181210172928
50560	Biosphärenreservat_Žuvintas	8193439		1287	20180501163712
50561	Torbachfall	8193442		502	20181123210312
50562	Naturschutzgebiet_Steinert	8193463		4737	20181123210312
50563	Naturschutzgebiet_Wacholdergebiet_Hermscheid	8193541		2996	20181123210312
50564	Schleierfall_(Ramsau)	8193570		3800	20181208142631
50565	Naturschutzturm	8193627		4566	20181208142631
50566	Naturschutzgebiet_Nassweide_im_Linnepetal	8193720		3399	20181123210312
50567	Naturschutzgebiet_Nassweide_südlich_des_großen_Kamps	8193739		3732	20181123210312
50568	Naturschutzgebiet_Grünlandbrache_südlich_von_Hagen	8193748		1964	20181123210312
50569	Alexandre_Louis_Guillaume_Jacomin_de_Malespine	8193811		7604	20180803182134
50570	Torfbahn_Pischtschalskoje	8193999		3764	20181216161326
50571	Kupfer(II)-selenid	8194604		3665	20181210113122
50572	Kupfer(I)-selenid	8194680		2638	20181210113122
50573	Naturschutzgebiet_Wacholdervorkommen_Gräfenberg	8194691		3278	20181123210312
50574	Raimonds_Vējonis	8194732		3435	20181208142631
50575	Illa_d’en_Colom	8194841		3147	20181204203941
50576	Methional	8194872		5618	20181210113122
50577	Gradenbachfall	8194904		3037	20181208142631
50578	Naturschutzgebiet_Feldgehölz_Almenscheid	8195019		1630	20181123210312
50579	Naturschutzgebiet_Westenfelder_Kalkknäppchen	8195022		2113	20181123210312
50580	Naturschutzgebiet_Spitzer_Kahlenberg	8195027		2291	20181123210312
50581	Felsengruppe_um_den_Trutstein	8195032		3055	20181208142631
50582	Naturschutzgebiet_Krähetal_östlich_der_Grube_Hermann	8195041		1497	20181123210312
50583	Naturschutzgebiet_Bilstein-Klippen	8195044		2741	20181123210312
50584	Naturschutzgebiet_Niederwald_Recklinghausen	8195047		1179	20181123210312
50585	Naturschutzgebiet_Schatthangwald_Röhre	8195049		3814	20181123210312
50586	Naturschutzgebiet_Ehemalige_Grube_Hermann	8195052		1402	20181125110531
50587	Naturschutzgebiet_Läusebrink	8195053		1532	20181123210312
50588	Naturschutzgebiet_Enkhauser_Berg	8195057		1096	20181123210312
50589	Naturschutzgebiet_Magerweide_Stockmecke	8195060		1783	20181123210312
50590	Klamm_und_Wasserfälle_am_Teichenbach	8195108		3347	20181208142631
50591	Naturschutzgebiet_Papenloh	8195255		1154	20181123210312
50592	Naturschutzgebiet_Schla	8195261		2147	20181123210312
50593	Naturschutzgebiet_Feldgehölz_westlich_von_Stockum	8195267		971	20181123210312
50594	Naturschutzgebiet_Halden_südlich_von_Bönkhausen	8195274		1339	20181123210312
